,dateRep,countriesAndTerritories,cases,deaths
742,08/07/2021,Croatia,141,3
743,07/07/2021,Croatia,96,2
744,06/07/2021,Croatia,9,1
745,05/07/2021,Croatia,56,3
746,04/07/2021,Croatia,114,3
747,03/07/2021,Croatia,92,3
748,02/07/2021,Croatia,103,3
749,01/07/2021,Croatia,136,1
750,30/06/2021,Croatia,70,3
751,29/06/2021,Croatia,14,2
752,28/06/2021,Croatia,45,3
753,27/06/2021,Croatia,86,1
754,26/06/2021,Croatia,118,4
755,25/06/2021,Croatia,101,2
756,24/06/2021,Croatia,43,2
757,23/06/2021,Croatia,75,6
758,22/06/2021,Croatia,11,8
759,21/06/2021,Croatia,58,5
760,20/06/2021,Croatia,84,1
761,19/06/2021,Croatia,113,3
762,18/06/2021,Croatia,95,3
763,17/06/2021,Croatia,146,2
764,16/06/2021,Croatia,96,8
765,15/06/2021,Croatia,18,20
766,14/06/2021,Croatia,59,0
767,13/06/2021,Croatia,125,9
768,12/06/2021,Croatia,134,13
769,11/06/2021,Croatia,184,7
770,10/06/2021,Croatia,275,7
771,09/06/2021,Croatia,178,5
772,08/06/2021,Croatia,43,5
773,07/06/2021,Croatia,157,6
774,06/06/2021,Croatia,211,13
775,05/06/2021,Croatia,88,11
776,04/06/2021,Croatia,280,14
777,03/06/2021,Croatia,432,8
778,02/06/2021,Croatia,216,8
779,01/06/2021,Croatia,40,12
780,31/05/2021,Croatia,186,12
781,30/05/2021,Croatia,338,10
782,29/05/2021,Croatia,321,11
783,28/05/2021,Croatia,375,10
784,27/05/2021,Croatia,538,21
785,26/05/2021,Croatia,323,21
786,25/05/2021,Croatia,74,26
787,24/05/2021,Croatia,251,20
788,23/05/2021,Croatia,518,27
789,22/05/2021,Croatia,525,28
790,21/05/2021,Croatia,695,36
791,20/05/2021,Croatia,1000,27
792,19/05/2021,Croatia,491,27
793,18/05/2021,Croatia,116,30
794,17/05/2021,Croatia,480,21
795,16/05/2021,Croatia,826,23
796,15/05/2021,Croatia,926,41
797,14/05/2021,Croatia,1064,34
798,13/05/2021,Croatia,1471,40
799,12/05/2021,Croatia,876,46
800,11/05/2021,Croatia,253,34
801,10/05/2021,Croatia,665,45
802,09/05/2021,Croatia,1342,36
803,08/05/2021,Croatia,1435,33
804,07/05/2021,Croatia,1640,40
805,06/05/2021,Croatia,2494,51
806,05/05/2021,Croatia,1396,46
807,04/05/2021,Croatia,349,36
808,03/05/2021,Croatia,944,52
809,02/05/2021,Croatia,2046,49
810,01/05/2021,Croatia,2007,41
811,30/04/2021,Croatia,2439,39
812,29/04/2021,Croatia,2904,44
813,28/04/2021,Croatia,1797,52
814,27/04/2021,Croatia,410,51
815,26/04/2021,Croatia,1254,39
816,25/04/2021,Croatia,2535,31
817,24/04/2021,Croatia,2529,46
818,23/04/2021,Croatia,2885,46
819,22/04/2021,Croatia,3117,49
820,21/04/2021,Croatia,2106,42
821,20/04/2021,Croatia,410,39
822,19/04/2021,Croatia,1565,39
823,18/04/2021,Croatia,2627,37
824,17/04/2021,Croatia,2698,44
825,16/04/2021,Croatia,2927,43
826,15/04/2021,Croatia,3099,41
827,14/04/2021,Croatia,1936,25
828,13/04/2021,Croatia,422,25
829,12/04/2021,Croatia,1617,39
830,11/04/2021,Croatia,2535,34
831,10/04/2021,Croatia,2599,50
832,09/04/2021,Croatia,3217,36
833,08/04/2021,Croatia,1649,36
834,07/04/2021,Croatia,735,30
835,06/04/2021,Croatia,138,25
836,05/04/2021,Croatia,1376,33
837,04/04/2021,Croatia,2234,29
838,03/04/2021,Croatia,2362,29
839,02/04/2021,Croatia,2422,20
840,01/04/2021,Croatia,2623,19
841,31/03/2021,Croatia,1487,17
842,30/03/2021,Croatia,300,18
843,29/03/2021,Croatia,1321,21
844,28/03/2021,Croatia,1790,18
845,27/03/2021,Croatia,1802,16
846,26/03/2021,Croatia,1673,10
847,25/03/2021,Croatia,1891,20
848,24/03/2021,Croatia,956,22
849,23/03/2021,Croatia,150,13
850,22/03/2021,Croatia,834,20
851,21/03/2021,Croatia,1186,10
852,20/03/2021,Croatia,1112,17
853,19/03/2021,Croatia,1197,17
854,18/03/2021,Croatia,1445,12
855,17/03/2021,Croatia,691,12
856,16/03/2021,Croatia,129,8
857,15/03/2021,Croatia,561,7
858,14/03/2021,Croatia,823,23
859,13/03/2021,Croatia,823,12
860,12/03/2021,Croatia,777,10
861,11/03/2021,Croatia,962,4
862,10/03/2021,Croatia,491,12
863,09/03/2021,Croatia,94,19
864,08/03/2021,Croatia,394,5
865,07/03/2021,Croatia,658,15
866,06/03/2021,Croatia,590,6
867,05/03/2021,Croatia,667,9
868,04/03/2021,Croatia,747,7
869,03/03/2021,Croatia,394,11
870,02/03/2021,Croatia,91,11
871,01/03/2021,Croatia,242973,5526
872,04/10/2021,Cyprus,83,0
873,03/10/2021,Cyprus,84,0
874,02/10/2021,Cyprus,59,2
875,01/10/2021,Cyprus,129,0
876,30/09/2021,Cyprus,123,0
877,29/09/2021,Cyprus,117,0
878,28/09/2021,Cyprus,136,0
879,27/09/2021,Cyprus,78,1
880,26/09/2021,Cyprus,99,1
881,25/09/2021,Cyprus,109,0
882,24/09/2021,Cyprus,145,2
883,23/09/2021,Cyprus,106,0
884,22/09/2021,Cyprus,117,0
885,21/09/2021,Cyprus,156,1
886,20/09/2021,Cyprus,94,0
887,19/09/2021,Cyprus,140,2
888,18/09/2021,Cyprus,153,0
889,17/09/2021,Cyprus,124,1
890,16/09/2021,Cyprus,230,1
891,15/09/2021,Cyprus,126,2
892,14/09/2021,Cyprus,159,4
893,13/09/2021,Cyprus,100,0
894,12/09/2021,Cyprus,136,1
895,11/09/2021,Cyprus,142,1
896,10/09/2021,Cyprus,174,3
897,09/09/2021,Cyprus,182,5
898,08/09/2021,Cyprus,206,2
899,07/09/2021,Cyprus,594,1
900,06/09/2021,Cyprus,67,3
901,05/09/2021,Cyprus,118,0
902,04/09/2021,Cyprus,171,1
903,03/09/2021,Cyprus,214,4
904,02/09/2021,Cyprus,178,2
905,01/09/2021,Cyprus,219,2
906,31/08/2021,Cyprus,297,2
907,30/08/2021,Cyprus,166,1
908,29/08/2021,Cyprus,208,2
909,28/08/2021,Cyprus,245,5
910,27/08/2021,Cyprus,284,2
911,26/08/2021,Cyprus,248,4
912,25/08/2021,Cyprus,285,1
913,24/08/2021,Cyprus,341,2
914,23/08/2021,Cyprus,189,6
915,22/08/2021,Cyprus,273,2
916,21/08/2021,Cyprus,330,5
917,20/08/2021,Cyprus,348,3
918,19/08/2021,Cyprus,367,5
919,18/08/2021,Cyprus,328,0
920,17/08/2021,Cyprus,466,4
921,16/08/2021,Cyprus,106,3
922,15/08/2021,Cyprus,322,1
923,14/08/2021,Cyprus,384,2
924,13/08/2021,Cyprus,386,3
925,12/08/2021,Cyprus,456,4
926,11/08/2021,Cyprus,425,4
927,10/08/2021,Cyprus,645,4
928,09/08/2021,Cyprus,351,4
929,08/08/2021,Cyprus,440,2
930,07/08/2021,Cyprus,476,4
931,06/08/2021,Cyprus,560,2
932,05/08/2021,Cyprus,527,3
933,04/08/2021,Cyprus,499,1
934,03/08/2021,Cyprus,636,4
935,02/08/2021,Cyprus,295,2
936,01/08/2021,Cyprus,655,2
937,31/07/2021,Cyprus,663,4
938,30/07/2021,Cyprus,715,2
939,29/07/2021,Cyprus,768,4
940,28/07/2021,Cyprus,831,1
941,27/07/2021,Cyprus,1026,5
942,26/07/2021,Cyprus,726,1
943,25/07/2021,Cyprus,880,3
944,24/07/2021,Cyprus,990,3
945,23/07/2021,Cyprus,993,2
946,22/07/2021,Cyprus,1107,2
947,21/07/2021,Cyprus,1071,2
948,20/07/2021,Cyprus,1357,4
949,19/07/2021,Cyprus,907,2
950,18/07/2021,Cyprus,1061,0
951,17/07/2021,Cyprus,1255,3
952,16/07/2021,Cyprus,1269,0
953,15/07/2021,Cyprus,1215,0
954,14/07/2021,Cyprus,1239,2
955,13/07/2021,Cyprus,1279,1
956,12/07/2021,Cyprus,871,0
957,11/07/2021,Cyprus,933,0
958,10/07/2021,Cyprus,1101,0
959,09/07/2021,Cyprus,1110,0
960,08/07/2021,Cyprus,1018,0
961,07/07/2021,Cyprus,968,0
962,06/07/2021,Cyprus,963,0
963,05/07/2021,Cyprus,559,1
964,04/07/2021,Cyprus,591,0
965,03/07/2021,Cyprus,641,0
966,02/07/2021,Cyprus,525,0
967,01/07/2021,Cyprus,533,0
968,30/06/2021,Cyprus,422,0
969,29/06/2021,Cyprus,343,1
970,28/06/2021,Cyprus,235,0
971,27/06/2021,Cyprus,233,0
972,26/06/2021,Cyprus,229,0
973,25/06/2021,Cyprus,178,0
974,24/06/2021,Cyprus,166,0
975,23/06/2021,Cyprus,153,0
976,22/06/2021,Cyprus,81,0
977,21/06/2021,Cyprus,65,0
978,20/06/2021,Cyprus,71,0
979,19/06/2021,Cyprus,77,0
980,18/06/2021,Cyprus,68,0
981,17/06/2021,Cyprus,77,0
982,16/06/2021,Cyprus,77,0
983,15/06/2021,Cyprus,57,0
984,14/06/2021,Cyprus,47,0
985,13/06/2021,Cyprus,44,1
986,12/06/2021,Cyprus,60,0
987,11/06/2021,Cyprus,53,2
988,10/06/2021,Cyprus,71,0
989,09/06/2021,Cyprus,82,3
990,08/06/2021,Cyprus,65,1
991,07/06/2021,Cyprus,33,1
992,06/06/2021,Cyprus,49,1
993,05/06/2021,Cyprus,72,1
994,04/06/2021,Cyprus,69,0
995,03/06/2021,Cyprus,49,2
996,02/06/2021,Cyprus,72,0
997,01/06/2021,Cyprus,54,1
998,31/05/2021,Cyprus,46,0
999,30/05/2021,Cyprus,65,0
1000,29/05/2021,Cyprus,70,1
1001,28/05/2021,Cyprus,85,1
1002,27/05/2021,Cyprus,73,0
1003,26/05/2021,Cyprus,80,2
1004,25/05/2021,Cyprus,99,2
1005,24/05/2021,Cyprus,57,2
1006,23/05/2021,Cyprus,98,1
1007,22/05/2021,Cyprus,135,1
1008,21/05/2021,Cyprus,107,2
1009,20/05/2021,Cyprus,122,0
1010,19/05/2021,Cyprus,153,1
1011,18/05/2021,Cyprus,190,2
1012,17/05/2021,Cyprus,141,0
1013,16/05/2021,Cyprus,162,0
1014,15/05/2021,Cyprus,175,4
1015,14/05/2021,Cyprus,214,0
1016,13/05/2021,Cyprus,208,3
1017,12/05/2021,Cyprus,281,2
1018,11/05/2021,Cyprus,356,2
1019,10/05/2021,Cyprus,264,2
1020,09/05/2021,Cyprus,406,2
1021,08/05/2021,Cyprus,342,1
1022,07/05/2021,Cyprus,416,2
1023,06/05/2021,Cyprus,541,1
1024,05/05/2021,Cyprus,718,5
1025,04/05/2021,Cyprus,446,6
1026,03/05/2021,Cyprus,43,3
1027,02/05/2021,Cyprus,356,2
1028,01/05/2021,Cyprus,532,2
1029,30/04/2021,Cyprus,737,3
1030,29/04/2021,Cyprus,751,2
1031,28/04/2021,Cyprus,700,1
1032,27/04/2021,Cyprus,917,4
1033,26/04/2021,Cyprus,569,2
1034,25/04/2021,Cyprus,815,1
1035,24/04/2021,Cyprus,926,0
1036,23/04/2021,Cyprus,832,1
1037,22/04/2021,Cyprus,874,1
1038,21/04/2021,Cyprus,828,1
1039,20/04/2021,Cyprus,1021,3
1040,19/04/2021,Cyprus,733,2
1041,18/04/2021,Cyprus,805,2
1042,17/04/2021,Cyprus,718,4
1043,16/04/2021,Cyprus,670,3
1044,15/04/2021,Cyprus,627,6
1045,14/04/2021,Cyprus,609,0
1046,13/04/2021,Cyprus,623,3
1047,12/04/2021,Cyprus,393,0
1048,11/04/2021,Cyprus,502,2
1049,10/04/2021,Cyprus,552,2
1050,09/04/2021,Cyprus,597,1
1051,08/04/2021,Cyprus,541,2
1052,07/04/2021,Cyprus,546,2
1053,06/04/2021,Cyprus,625,1
1054,05/04/2021,Cyprus,423,1
1055,04/04/2021,Cyprus,388,0
1056,03/04/2021,Cyprus,529,1
1057,02/04/2021,Cyprus,414,1
1058,01/04/2021,Cyprus,457,2
1059,31/03/2021,Cyprus,392,3
1060,30/03/2021,Cyprus,488,2
1061,29/03/2021,Cyprus,300,3
1062,28/03/2021,Cyprus,282,2
1063,27/03/2021,Cyprus,338,1
1064,26/03/2021,Cyprus,300,0
1065,25/03/2021,Cyprus,331,2
1066,24/03/2021,Cyprus,310,1
1067,23/03/2021,Cyprus,436,1
1068,22/03/2021,Cyprus,360,1
1069,21/03/2021,Cyprus,340,1
1070,20/03/2021,Cyprus,385,0
1071,19/03/2021,Cyprus,341,1
1072,18/03/2021,Cyprus,391,0
1073,17/03/2021,Cyprus,453,0
1074,16/03/2021,Cyprus,267,0
1075,15/03/2021,Cyprus,343,2
1076,14/03/2021,Cyprus,345,0
1077,13/03/2021,Cyprus,405,2
1078,12/03/2021,Cyprus,384,1
1079,11/03/2021,Cyprus,449,2
1080,10/03/2021,Cyprus,376,1
1081,09/03/2021,Cyprus,380,0
1082,08/03/2021,Cyprus,290,1
1083,07/03/2021,Cyprus,311,0
1084,06/03/2021,Cyprus,266,0
1085,05/03/2021,Cyprus,279,0
1086,04/03/2021,Cyprus,265,0
1087,03/03/2021,Cyprus,258,0
1088,02/03/2021,Cyprus,243,1
1089,01/03/2021,Cyprus,34364,233
1090,04/10/2021,Czechia,317,0
1091,03/10/2021,Czechia,556,1
1092,02/10/2021,Czechia,822,2
1093,01/10/2021,Czechia,923,16
1094,30/09/2021,Czechia,731,4
1095,29/09/2021,Czechia,470,1
1096,28/09/2021,Czechia,668,0
1097,27/09/2021,Czechia,256,1
1098,26/09/2021,Czechia,411,1
1099,25/09/2021,Czechia,496,1
1100,24/09/2021,Czechia,484,3
1101,23/09/2021,Czechia,525,2
1102,22/09/2021,Czechia,597,4
1103,21/09/2021,Czechia,487,11
1104,20/09/2021,Czechia,182,1
1105,19/09/2021,Czechia,304,1
1106,18/09/2021,Czechia,443,2
1107,17/09/2021,Czechia,554,5
1108,16/09/2021,Czechia,524,5
1109,15/09/2021,Czechia,555,1
1110,14/09/2021,Czechia,487,2
1111,13/09/2021,Czechia,136,1
1112,12/09/2021,Czechia,253,0
1113,11/09/2021,Czechia,451,0
1114,10/09/2021,Czechia,421,0
1115,09/09/2021,Czechia,373,5
1116,08/09/2021,Czechia,590,0
1117,07/09/2021,Czechia,394,2
1118,06/09/2021,Czechia,138,0
1119,05/09/2021,Czechia,205,0
1120,04/09/2021,Czechia,308,1
1121,03/09/2021,Czechia,308,1
1122,02/09/2021,Czechia,262,0
1123,01/09/2021,Czechia,287,0
1124,31/08/2021,Czechia,245,2
1125,30/08/2021,Czechia,82,0
1126,29/08/2021,Czechia,131,1
1127,28/08/2021,Czechia,187,2
1128,27/08/2021,Czechia,213,6
1129,26/08/2021,Czechia,248,6
1130,25/08/2021,Czechia,254,2
1131,24/08/2021,Czechia,210,0
1132,23/08/2021,Czechia,107,0
1133,22/08/2021,Czechia,134,1
1134,21/08/2021,Czechia,174,0
1135,20/08/2021,Czechia,175,2
1136,19/08/2021,Czechia,212,4
1137,18/08/2021,Czechia,299,2
1138,17/08/2021,Czechia,221,1
1139,16/08/2021,Czechia,75,2
1140,15/08/2021,Czechia,142,0
1141,14/08/2021,Czechia,212,1
1142,13/08/2021,Czechia,193,0
1143,12/08/2021,Czechia,225,1
1144,11/08/2021,Czechia,271,2
1145,10/08/2021,Czechia,169,6
1146,09/08/2021,Czechia,104,0
1147,08/08/2021,Czechia,180,0
1148,07/08/2021,Czechia,147,1
1149,06/08/2021,Czechia,165,1
1150,05/08/2021,Czechia,206,0
1151,04/08/2021,Czechia,237,0
1152,03/08/2021,Czechia,151,1
1153,02/08/2021,Czechia,77,2
1154,01/08/2021,Czechia,116,2
1155,31/07/2021,Czechia,139,0
1156,30/07/2021,Czechia,204,0
1157,29/07/2021,Czechia,194,0
1158,28/07/2021,Czechia,253,0
1159,27/07/2021,Czechia,198,0
1160,26/07/2021,Czechia,80,0
1161,25/07/2021,Czechia,125,0
1162,24/07/2021,Czechia,187,0
1163,23/07/2021,Czechia,193,0
1164,22/07/2021,Czechia,231,1
1165,21/07/2021,Czechia,299,0
1166,20/07/2021,Czechia,219,2
1167,19/07/2021,Czechia,116,1
1168,18/07/2021,Czechia,197,0
1169,17/07/2021,Czechia,239,2
1170,16/07/2021,Czechia,226,0
1171,15/07/2021,Czechia,259,0
1172,14/07/2021,Czechia,320,0
1173,13/07/2021,Czechia,242,0
1174,12/07/2021,Czechia,147,2
1175,11/07/2021,Czechia,157,0
1176,10/07/2021,Czechia,283,0
1177,09/07/2021,Czechia,249,0
1178,08/07/2021,Czechia,278,0
1179,07/07/2021,Czechia,109,0
1180,06/07/2021,Czechia,129,0
1181,05/07/2021,Czechia,107,1
1182,04/07/2021,Czechia,124,0
1183,03/07/2021,Czechia,165,2
1184,02/07/2021,Czechia,166,1
1185,01/07/2021,Czechia,136,1
1186,30/06/2021,Czechia,156,0
1187,29/06/2021,Czechia,151,0
1188,28/06/2021,Czechia,58,0
1189,27/06/2021,Czechia,68,2
1190,26/06/2021,Czechia,132,1
1191,25/06/2021,Czechia,96,2
1192,24/06/2021,Czechia,105,0
1193,23/06/2021,Czechia,112,2
1194,22/06/2021,Czechia,119,1
1195,21/06/2021,Czechia,57,1
1196,20/06/2021,Czechia,63,0
1197,19/06/2021,Czechia,144,3
1198,18/06/2021,Czechia,157,4
1199,17/06/2021,Czechia,129,1
1200,16/06/2021,Czechia,206,4
1201,15/06/2021,Czechia,175,0
1202,14/06/2021,Czechia,41,2
1203,13/06/2021,Czechia,73,3
1204,12/06/2021,Czechia,179,2
1205,11/06/2021,Czechia,190,6
1206,10/06/2021,Czechia,250,2
1207,09/06/2021,Czechia,384,6
1208,08/06/2021,Czechia,294,4
1209,07/06/2021,Czechia,98,4
1210,06/06/2021,Czechia,153,2
1211,05/06/2021,Czechia,320,7
1212,04/06/2021,Czechia,423,3
1213,03/06/2021,Czechia,353,5
1214,02/06/2021,Czechia,479,6
1215,01/06/2021,Czechia,513,10
1216,31/05/2021,Czechia,112,4
1217,30/05/2021,Czechia,222,6
1218,29/05/2021,Czechia,454,7
1219,28/05/2021,Czechia,506,15
1220,27/05/2021,Czechia,538,10
1221,26/05/2021,Czechia,661,8
1222,25/05/2021,Czechia,697,7
1223,24/05/2021,Czechia,197,12
1224,23/05/2021,Czechia,336,11
1225,22/05/2021,Czechia,671,12
1226,21/05/2021,Czechia,677,17
1227,20/05/2021,Czechia,778,16
1228,19/05/2021,Czechia,1200,14
1229,18/05/2021,Czechia,1130,22
1230,17/05/2021,Czechia,257,13
1231,16/05/2021,Czechia,597,16
1232,15/05/2021,Czechia,1051,18
1233,14/05/2021,Czechia,1223,21
1234,13/05/2021,Czechia,1264,33
1235,12/05/2021,Czechia,1691,33
1236,11/05/2021,Czechia,1545,32
1237,10/05/2021,Czechia,384,34
1238,09/05/2021,Czechia,727,31
1239,08/05/2021,Czechia,1638,28
1240,07/05/2021,Czechia,1572,43
1241,06/05/2021,Czechia,1873,37
1242,05/05/2021,Czechia,2416,44
1243,04/05/2021,Czechia,2220,37
1244,03/05/2021,Czechia,509,34
1245,02/05/2021,Czechia,1171,33
1246,01/05/2021,Czechia,2167,49
1247,30/04/2021,Czechia,2230,42
1248,29/04/2021,Czechia,2488,67
1249,28/04/2021,Czechia,3241,50
1250,27/04/2021,Czechia,2581,58
1251,26/04/2021,Czechia,825,53
1252,25/04/2021,Czechia,1309,56
1253,24/04/2021,Czechia,2601,53
1254,23/04/2021,Czechia,2629,56
1255,22/04/2021,Czechia,2951,64
1256,21/04/2021,Czechia,3817,63
1257,20/04/2021,Czechia,3342,72
1258,19/04/2021,Czechia,834,78
1259,18/04/2021,Czechia,1541,73
1260,17/04/2021,Czechia,3218,65
1261,16/04/2021,Czechia,3264,86
1262,15/04/2021,Czechia,3719,90
1263,14/04/2021,Czechia,5068,91
1264,13/04/2021,Czechia,3867,84
1265,12/04/2021,Czechia,985,93
1266,11/04/2021,Czechia,2207,109
1267,10/04/2021,Czechia,4825,106
1268,09/04/2021,Czechia,5284,121
1269,08/04/2021,Czechia,7055,121
1270,07/04/2021,Czechia,5586,114
1271,06/04/2021,Czechia,1419,124
1272,05/04/2021,Czechia,1928,146
1273,04/04/2021,Czechia,2160,125
1274,03/04/2021,Czechia,3836,104
1275,02/04/2021,Czechia,6249,152
1276,01/04/2021,Czechia,7270,153
1277,31/03/2021,Czechia,8640,170
1278,30/03/2021,Czechia,6938,180
1279,29/03/2021,Czechia,1744,117
1280,28/03/2021,Czechia,3972,181
1281,27/03/2021,Czechia,7717,155
1282,26/03/2021,Czechia,7932,160
1283,25/03/2021,Czechia,8853,183
1284,24/03/2021,Czechia,10971,193
1285,23/03/2021,Czechia,8245,210
1286,22/03/2021,Czechia,2391,191
1287,21/03/2021,Czechia,5488,184
1288,20/03/2021,Czechia,9718,173
1289,19/03/2021,Czechia,10668,213
1290,18/03/2021,Czechia,12032,198
1291,17/03/2021,Czechia,14031,218
1292,16/03/2021,Czechia,10635,237
1293,15/03/2021,Czechia,3335,229
1294,14/03/2021,Czechia,7031,178
1295,13/03/2021,Czechia,14977,211
1296,12/03/2021,Czechia,11248,229
1297,11/03/2021,Czechia,14546,228
1298,10/03/2021,Czechia,15363,229
1299,09/03/2021,Czechia,10662,236
1300,08/03/2021,Czechia,3984,202
1301,07/03/2021,Czechia,9131,208
1302,06/03/2021,Czechia,13171,184
1303,05/03/2021,Czechia,14654,217
1304,04/03/2021,Czechia,15248,201
1305,03/03/2021,Czechia,16801,191
1306,02/03/2021,Czechia,12343,204
1307,01/03/2021,Czechia,1240696,20984
1308,04/10/2021,Denmark,368,0
1309,03/10/2021,Denmark,426,4
1310,02/10/2021,Denmark,441,3
1311,01/10/2021,Denmark,427,2
1312,30/09/2021,Denmark,542,2
1313,29/09/2021,Denmark,457,6
1314,28/09/2021,Denmark,333,4
1315,27/09/2021,Denmark,353,2
1316,26/09/2021,Denmark,358,0
1317,25/09/2021,Denmark,382,2
1318,24/09/2021,Denmark,341,4
1319,23/09/2021,Denmark,346,1
1320,22/09/2021,Denmark,344,3
1321,21/09/2021,Denmark,268,2
1322,20/09/2021,Denmark,252,3
1323,19/09/2021,Denmark,325,3
1324,18/09/2021,Denmark,324,3
1325,17/09/2021,Denmark,313,2
1326,16/09/2021,Denmark,370,3
1327,15/09/2021,Denmark,425,0
1328,14/09/2021,Denmark,263,3
1329,13/09/2021,Denmark,434,0
1330,12/09/2021,Denmark,386,3
1331,11/09/2021,Denmark,557,4
1332,10/09/2021,Denmark,591,5
1333,09/09/2021,Denmark,514,5
1334,08/09/2021,Denmark,451,2
1335,07/09/2021,Denmark,461,2
1336,06/09/2021,Denmark,632,0
1337,05/09/2021,Denmark,438,3
1338,04/09/2021,Denmark,697,3
1339,03/09/2021,Denmark,694,0
1340,02/09/2021,Denmark,825,0
1341,01/09/2021,Denmark,843,4
1342,31/08/2021,Denmark,762,0
1343,30/08/2021,Denmark,737,3
1344,29/08/2021,Denmark,877,1
1345,28/08/2021,Denmark,925,3
1346,27/08/2021,Denmark,982,2
1347,26/08/2021,Denmark,987,3
1348,25/08/2021,Denmark,1340,1
1349,24/08/2021,Denmark,774,1
1350,23/08/2021,Denmark,720,2
1351,22/08/2021,Denmark,1024,1
1352,21/08/2021,Denmark,923,1
1353,20/08/2021,Denmark,984,0
1354,19/08/2021,Denmark,1193,0
1355,18/08/2021,Denmark,886,2
1356,17/08/2021,Denmark,959,0
1357,16/08/2021,Denmark,850,1
1358,15/08/2021,Denmark,917,1
1359,14/08/2021,Denmark,1038,3
1360,13/08/2021,Denmark,1085,1
1361,12/08/2021,Denmark,1162,0
1362,11/08/2021,Denmark,1004,2
1363,10/08/2021,Denmark,935,0
1364,09/08/2021,Denmark,821,0
1365,08/08/2021,Denmark,946,0
1366,07/08/2021,Denmark,865,0
1367,06/08/2021,Denmark,932,2
1368,05/08/2021,Denmark,927,0
1369,04/08/2021,Denmark,810,0
1370,03/08/2021,Denmark,785,1
1371,02/08/2021,Denmark,893,0
1372,01/08/2021,Denmark,739,1
1373,31/07/2021,Denmark,1085,0
1374,30/07/2021,Denmark,848,1
1375,29/07/2021,Denmark,1284,1
1376,28/07/2021,Denmark,559,3
1377,27/07/2021,Denmark,772,1
1378,26/07/2021,Denmark,644,0
1379,25/07/2021,Denmark,749,0
1380,24/07/2021,Denmark,707,0
1381,23/07/2021,Denmark,805,0
1382,22/07/2021,Denmark,851,0
1383,21/07/2021,Denmark,820,0
1384,20/07/2021,Denmark,844,0
1385,19/07/2021,Denmark,641,0
1386,18/07/2021,Denmark,1030,1
1387,17/07/2021,Denmark,960,1
1388,16/07/2021,Denmark,1141,1
1389,15/07/2021,Denmark,1202,0
1390,14/07/2021,Denmark,1055,0
1391,13/07/2021,Denmark,848,0
1392,12/07/2021,Denmark,609,0
1393,11/07/2021,Denmark,520,1
1394,10/07/2021,Denmark,551,0
1395,09/07/2021,Denmark,658,0
1396,08/07/2021,Denmark,689,0
1397,07/07/2021,Denmark,542,1
1398,06/07/2021,Denmark,337,0
1399,05/07/2021,Denmark,392,0
1400,04/07/2021,Denmark,447,1
1401,03/07/2021,Denmark,326,1
1402,02/07/2021,Denmark,475,1
1403,01/07/2021,Denmark,340,0
1404,30/06/2021,Denmark,243,1
1405,29/06/2021,Denmark,151,1
1406,28/06/2021,Denmark,174,1
1407,27/06/2021,Denmark,195,0
1408,26/06/2021,Denmark,222,0
1409,25/06/2021,Denmark,173,0
1410,24/06/2021,Denmark,223,0
1411,23/06/2021,Denmark,155,0
1412,22/06/2021,Denmark,149,1
1413,21/06/2021,Denmark,189,0
1414,20/06/2021,Denmark,243,2
1415,19/06/2021,Denmark,203,0
1416,18/06/2021,Denmark,331,1
1417,17/06/2021,Denmark,353,0
1418,16/06/2021,Denmark,222,1
1419,15/06/2021,Denmark,237,1
1420,14/06/2021,Denmark,315,0
1421,13/06/2021,Denmark,437,2
1422,12/06/2021,Denmark,418,1
1423,11/06/2021,Denmark,475,2
1424,10/06/2021,Denmark,904,0
1425,09/06/2021,Denmark,377,0
1426,08/06/2021,Denmark,459,2
1427,07/06/2021,Denmark,853,0
1428,06/06/2021,Denmark,592,1
1429,05/06/2021,Denmark,927,0
1430,04/06/2021,Denmark,1028,1
1431,03/06/2021,Denmark,954,0
1432,02/06/2021,Denmark,908,0
1433,01/06/2021,Denmark,844,0
1434,31/05/2021,Denmark,949,0
1435,30/05/2021,Denmark,1038,4
1436,29/05/2021,Denmark,997,1
1437,28/05/2021,Denmark,1119,0
1438,27/05/2021,Denmark,1073,1
1439,26/05/2021,Denmark,794,1
1440,25/05/2021,Denmark,919,1
1441,24/05/2021,Denmark,835,0
1442,23/05/2021,Denmark,751,2
1443,22/05/2021,Denmark,1351,0
1444,21/05/2021,Denmark,1214,1
1445,20/05/2021,Denmark,1088,2
1446,19/05/2021,Denmark,916,0
1447,18/05/2021,Denmark,836,1
1448,17/05/2021,Denmark,964,0
1449,16/05/2021,Denmark,1074,3
1450,15/05/2021,Denmark,951,0
1451,14/05/2021,Denmark,1355,0
1452,13/05/2021,Denmark,1246,0
1453,12/05/2021,Denmark,925,2
1454,11/05/2021,Denmark,932,0
1455,10/05/2021,Denmark,874,0
1456,09/05/2021,Denmark,677,2
1457,08/05/2021,Denmark,1023,2
1458,07/05/2021,Denmark,1012,1
1459,06/05/2021,Denmark,988,1
1460,05/05/2021,Denmark,809,1
1461,04/05/2021,Denmark,761,0
1462,03/05/2021,Denmark,867,1
1463,02/05/2021,Denmark,617,4
1464,01/05/2021,Denmark,874,2
1465,30/04/2021,Denmark,769,2
1466,29/04/2021,Denmark,835,2
1467,28/04/2021,Denmark,624,2
1468,27/04/2021,Denmark,704,2
1469,26/04/2021,Denmark,612,1
1470,25/04/2021,Denmark,547,2
