,dateRep,countriesAndTerritories,cases,deaths
3289,15/09/2021,Italy,4009,72
3290,14/09/2021,Italy,2792,36
3291,13/09/2021,Italy,4664,34
3292,12/09/2021,Italy,5191,57
3293,11/09/2021,Italy,5617,62
3294,10/09/2021,Italy,5518,59
3295,09/09/2021,Italy,5921,69
3296,08/09/2021,Italy,4715,71
3297,07/09/2021,Italy,3347,52
3298,06/09/2021,Italy,5314,49
3299,05/09/2021,Italy,6156,56
3300,04/09/2021,Italy,6729,58
3301,03/09/2021,Italy,6754,62
3302,02/09/2021,Italy,6496,69
3303,01/09/2021,Italy,5492,75
3304,31/08/2021,Italy,4253,53
3305,30/08/2021,Italy,5954,37
3306,29/08/2021,Italy,6858,54
3307,28/08/2021,Italy,7823,45
3308,27/08/2021,Italy,7215,43
3309,26/08/2021,Italy,7539,59
3310,25/08/2021,Italy,6078,60
3311,24/08/2021,Italy,4166,44
3312,23/08/2021,Italy,5922,23
3313,22/08/2021,Italy,7466,45
3314,21/08/2021,Italy,7220,49
3315,20/08/2021,Italy,7240,55
3316,19/08/2021,Italy,7159,69
3317,18/08/2021,Italy,5268,54
3318,17/08/2021,Italy,3669,24
3319,16/08/2021,Italy,5661,19
3320,15/08/2021,Italy,7181,34
3321,14/08/2021,Italy,7398,45
3322,13/08/2021,Italy,7267,30
3323,12/08/2021,Italy,6921,31
3324,11/08/2021,Italy,5624,31
3325,10/08/2021,Italy,4200,22
3326,09/08/2021,Italy,5733,11
3327,08/08/2021,Italy,6897,22
3328,07/08/2021,Italy,6599,24
3329,06/08/2021,Italy,7224,27
3330,05/08/2021,Italy,6590,21
3331,04/08/2021,Italy,4841,27
3332,03/08/2021,Italy,3185,20
3333,02/08/2021,Italy,5320,5
3334,01/08/2021,Italy,6509,16
3335,31/07/2021,Italy,6613,18
3336,30/07/2021,Italy,6167,19
3337,29/07/2021,Italy,5693,15
3338,28/07/2021,Italy,4516,24
3339,27/07/2021,Italy,3115,22
3340,26/07/2021,Italy,4742,7
3341,25/07/2021,Italy,5138,5
3342,24/07/2021,Italy,5142,17
3343,23/07/2021,Italy,5056,15
3344,22/07/2021,Italy,4254,21
3345,21/07/2021,Italy,3555,10
3346,20/07/2021,Italy,2070,7
3347,19/07/2021,Italy,3126,3
3348,18/07/2021,Italy,3118,13
3349,17/07/2021,Italy,2895,11
3350,16/07/2021,Italy,2473,9
3351,15/07/2021,Italy,2153,23
3352,14/07/2021,Italy,1530,20
3353,13/07/2021,Italy,887,13
3354,12/07/2021,Italy,1391,7
3355,11/07/2021,Italy,1394,12
3356,10/07/2021,Italy,1386,25
3357,09/07/2021,Italy,1391,13
3358,08/07/2021,Italy,1010,14
3359,07/07/2021,Italy,907,24
3360,06/07/2021,Italy,480,31
3361,05/07/2021,Italy,806,12
3362,04/07/2021,Italy,929,22
3363,03/07/2021,Italy,794,28
3364,02/07/2021,Italy,879,21
3365,01/07/2021,Italy,776,24
3366,30/06/2021,Italy,677,42
3367,29/06/2021,Italy,387,28
3368,28/06/2021,Italy,780,14
3369,27/06/2021,Italy,838,40
3370,26/06/2021,Italy,751,56
3371,25/06/2021,Italy,266,10
3372,24/06/2021,Italy,1140,30
3373,23/06/2021,Italy,834,31
3374,22/06/2021,Italy,484,21
3375,21/06/2021,Italy,881,17
3376,20/06/2021,Italy,1193,28
3377,19/06/2021,Italy,1147,35
3378,18/06/2021,Italy,1323,37
3379,17/06/2021,Italy,1400,52
3380,16/06/2021,Italy,1253,63
3381,15/06/2021,Italy,907,36
3382,14/06/2021,Italy,1390,26
3383,13/06/2021,Italy,1722,52
3384,12/06/2021,Italy,1892,69
3385,11/06/2021,Italy,2078,88
3386,10/06/2021,Italy,2198,77
3387,09/06/2021,Italy,1894,102
3388,08/06/2021,Italy,1270,65
3389,07/06/2021,Italy,2275,51
3390,06/06/2021,Italy,2434,57
3391,05/06/2021,Italy,2556,73
3392,04/06/2021,Italy,1963,59
3393,03/06/2021,Italy,2896,62
3394,02/06/2021,Italy,2483,93
3395,01/06/2021,Italy,1818,82
3396,31/05/2021,Italy,2948,44
3397,30/05/2021,Italy,3348,83
3398,29/05/2021,Italy,3737,126
3399,28/05/2021,Italy,4143,171
3400,27/05/2021,Italy,3935,121
3401,26/05/2021,Italy,3220,166
3402,25/05/2021,Italy,2489,110
3403,24/05/2021,Italy,3993,72
3404,23/05/2021,Italy,4714,125
3405,22/05/2021,Italy,5215,218
3406,21/05/2021,Italy,5736,164
3407,20/05/2021,Italy,5500,149
3408,19/05/2021,Italy,4449,201
3409,18/05/2021,Italy,3454,140
3410,17/05/2021,Italy,5748,93
3411,16/05/2021,Italy,6652,136
3412,15/05/2021,Italy,7562,182
3413,14/05/2021,Italy,8082,201
3414,13/05/2021,Italy,7848,262
3415,12/05/2021,Italy,6943,251
3416,11/05/2021,Italy,5077,198
3417,10/05/2021,Italy,8289,139
3418,09/05/2021,Italy,10174,224
3419,08/05/2021,Italy,10549,207
3420,07/05/2021,Italy,11798,258
3421,06/05/2021,Italy,10579,267
3422,05/05/2021,Italy,9113,305
3423,04/05/2021,Italy,5946,256
3424,03/05/2021,Italy,9145,144
3425,02/05/2021,Italy,12964,226
3426,01/05/2021,Italy,13445,263
3427,30/04/2021,Italy,14314,288
3428,29/04/2021,Italy,13382,344
3429,28/04/2021,Italy,10398,373
3430,27/04/2021,Italy,8440,301
3431,26/04/2021,Italy,13157,217
3432,25/04/2021,Italy,13814,322
3433,24/04/2021,Italy,14758,342
3434,23/04/2021,Italy,16046,360
3435,22/04/2021,Italy,13836,364
3436,21/04/2021,Italy,12069,390
3437,20/04/2021,Italy,8863,316
3438,19/04/2021,Italy,12688,251
3439,18/04/2021,Italy,15364,310
3440,17/04/2021,Italy,15923,429
3441,16/04/2021,Italy,16963,380
3442,15/04/2021,Italy,16160,469
3443,14/04/2021,Italy,13439,476
3444,13/04/2021,Italy,9780,358
3445,12/04/2021,Italy,15737,331
3446,11/04/2021,Italy,17551,344
3447,10/04/2021,Italy,18924,718
3448,09/04/2021,Italy,17209,487
3449,08/04/2021,Italy,13686,627
3450,07/04/2021,Italy,7763,421
3451,06/04/2021,Italy,10680,296
3452,05/04/2021,Italy,18017,326
3453,04/04/2021,Italy,21247,376
3454,03/04/2021,Italy,21917,481
3455,02/04/2021,Italy,22184,501
3456,01/04/2021,Italy,23887,467
3457,31/03/2021,Italy,16055,529
3458,30/03/2021,Italy,12900,417
3459,29/03/2021,Italy,19604,297
3460,28/03/2021,Italy,23834,380
3461,27/03/2021,Italy,24076,457
3462,26/03/2021,Italy,23681,460
3463,25/03/2021,Italy,21246,460
3464,24/03/2021,Italy,18739,551
3465,23/03/2021,Italy,24501,386
3466,22/03/2021,Italy,20045,300
3467,21/03/2021,Italy,23913,401
3468,20/03/2021,Italy,25707,386
3469,19/03/2021,Italy,24901,423
3470,18/03/2021,Italy,23040,431
3471,17/03/2021,Italy,20376,502
3472,16/03/2021,Italy,15252,354
3473,15/03/2021,Italy,21304,264
3474,14/03/2021,Italy,26031,317
3475,13/03/2021,Italy,26790,380
3476,12/03/2021,Italy,25649,373
3477,11/03/2021,Italy,22275,332
3478,10/03/2021,Italy,19725,376
3479,09/03/2021,Italy,13882,318
3480,08/03/2021,Italy,20724,207
3481,07/03/2021,Italy,23633,307
3482,06/03/2021,Italy,24010,297
3483,05/03/2021,Italy,22845,339
3484,04/03/2021,Italy,20840,347
3485,03/03/2021,Italy,17063,343
3486,02/03/2021,Italy,13106,246
3487,01/03/2021,Italy,2925265,97699
3488,04/10/2021,Latvia,1033,10
3489,03/10/2021,Latvia,1190,10
3490,02/10/2021,Latvia,1127,4
3491,01/10/2021,Latvia,1208,11
3492,30/09/2021,Latvia,1203,6
3493,29/09/2021,Latvia,804,11
3494,28/09/2021,Latvia,290,5
3495,27/09/2021,Latvia,567,2
3496,26/09/2021,Latvia,816,7
3497,25/09/2021,Latvia,710,6
3498,24/09/2021,Latvia,776,4
3499,23/09/2021,Latvia,674,7
3500,22/09/2021,Latvia,494,13
3501,21/09/2021,Latvia,189,5
3502,20/09/2021,Latvia,404,0
3503,19/09/2021,Latvia,542,5
3504,18/09/2021,Latvia,533,3
3505,17/09/2021,Latvia,596,4
3506,16/09/2021,Latvia,697,7
3507,15/09/2021,Latvia,460,8
3508,14/09/2021,Latvia,135,4
3509,13/09/2021,Latvia,393,2
3510,12/09/2021,Latvia,419,5
3511,11/09/2021,Latvia,489,4
3512,10/09/2021,Latvia,490,3
3513,09/09/2021,Latvia,459,3
3514,08/09/2021,Latvia,311,4
3515,07/09/2021,Latvia,114,3
3516,06/09/2021,Latvia,358,1
3517,05/09/2021,Latvia,360,0
3518,04/09/2021,Latvia,354,4
3519,03/09/2021,Latvia,340,1
3520,02/09/2021,Latvia,469,1
3521,01/09/2021,Latvia,237,5
3522,31/08/2021,Latvia,81,0
3523,30/08/2021,Latvia,196,0
3524,29/08/2021,Latvia,256,0
3525,28/08/2021,Latvia,181,2
3526,27/08/2021,Latvia,150,1
3527,26/08/2021,Latvia,249,1
3528,25/08/2021,Latvia,169,0
3529,24/08/2021,Latvia,73,0
3530,23/08/2021,Latvia,101,1
3531,22/08/2021,Latvia,160,0
3532,21/08/2021,Latvia,133,1
3533,20/08/2021,Latvia,146,1
3534,19/08/2021,Latvia,180,1
3535,18/08/2021,Latvia,154,2
3536,17/08/2021,Latvia,49,2
3537,16/08/2021,Latvia,73,0
3538,15/08/2021,Latvia,55,0
3539,14/08/2021,Latvia,180,0
3540,13/08/2021,Latvia,107,0
3541,12/08/2021,Latvia,120,0
3542,11/08/2021,Latvia,125,2
3543,10/08/2021,Latvia,41,0
3544,09/08/2021,Latvia,74,0
3545,08/08/2021,Latvia,62,0
3546,07/08/2021,Latvia,81,1
3547,06/08/2021,Latvia,70,0
3548,05/08/2021,Latvia,97,2
3549,04/08/2021,Latvia,112,0
3550,03/08/2021,Latvia,26,0
3551,02/08/2021,Latvia,36,0
3552,01/08/2021,Latvia,64,0
3553,31/07/2021,Latvia,82,2
3554,30/07/2021,Latvia,67,0
3555,29/07/2021,Latvia,78,2
3556,28/07/2021,Latvia,68,2
3557,27/07/2021,Latvia,23,0
3558,26/07/2021,Latvia,56,0
3559,25/07/2021,Latvia,43,1
3560,24/07/2021,Latvia,38,0
3561,23/07/2021,Latvia,44,0
3562,22/07/2021,Latvia,62,1
3563,21/07/2021,Latvia,54,4
3564,20/07/2021,Latvia,25,1
3565,19/07/2021,Latvia,33,0
3566,18/07/2021,Latvia,39,1
3567,17/07/2021,Latvia,46,0
3568,16/07/2021,Latvia,37,1
3569,15/07/2021,Latvia,34,2
3570,14/07/2021,Latvia,53,2
3571,13/07/2021,Latvia,18,0
3572,12/07/2021,Latvia,36,1
3573,11/07/2021,Latvia,32,0
3574,10/07/2021,Latvia,34,1
3575,09/07/2021,Latvia,50,1
3576,08/07/2021,Latvia,48,3
3577,07/07/2021,Latvia,46,3
3578,06/07/2021,Latvia,22,0
3579,05/07/2021,Latvia,31,2
3580,04/07/2021,Latvia,60,0
3581,03/07/2021,Latvia,40,6
3582,02/07/2021,Latvia,71,7
3583,01/07/2021,Latvia,100,5
3584,30/06/2021,Latvia,89,5
3585,29/06/2021,Latvia,30,0
3586,28/06/2021,Latvia,41,0
3587,27/06/2021,Latvia,39,2
3588,26/06/2021,Latvia,20,1
3589,25/06/2021,Latvia,33,3
3590,24/06/2021,Latvia,102,0
3591,23/06/2021,Latvia,125,1
3592,22/06/2021,Latvia,40,0
3593,21/06/2021,Latvia,74,3
3594,20/06/2021,Latvia,84,8
3595,19/06/2021,Latvia,108,3
3596,18/06/2021,Latvia,141,7
3597,17/06/2021,Latvia,156,11
3598,16/06/2021,Latvia,143,8
3599,15/06/2021,Latvia,74,0
3600,14/06/2021,Latvia,90,5
3601,13/06/2021,Latvia,178,2
3602,12/06/2021,Latvia,178,6
3603,11/06/2021,Latvia,196,15
3604,10/06/2021,Latvia,244,5
3605,09/06/2021,Latvia,256,10
3606,08/06/2021,Latvia,76,0
3607,07/06/2021,Latvia,135,6
3608,06/06/2021,Latvia,256,5
3609,05/06/2021,Latvia,259,10
3610,04/06/2021,Latvia,296,6
3611,03/06/2021,Latvia,348,7
3612,02/06/2021,Latvia,319,3
3613,01/06/2021,Latvia,101,6
3614,31/05/2021,Latvia,180,0
3615,30/05/2021,Latvia,306,11
3616,29/05/2021,Latvia,354,4
3617,28/05/2021,Latvia,348,7
3618,27/05/2021,Latvia,396,6
3619,26/05/2021,Latvia,435,14
3620,25/05/2021,Latvia,134,2
3621,24/05/2021,Latvia,233,3
3622,23/05/2021,Latvia,441,14
3623,22/05/2021,Latvia,477,8
3624,21/05/2021,Latvia,497,3
3625,20/05/2021,Latvia,609,18
3626,19/05/2021,Latvia,563,11
3627,18/05/2021,Latvia,147,3
3628,17/05/2021,Latvia,381,9
3629,16/05/2021,Latvia,544,9
3630,15/05/2021,Latvia,666,8
3631,14/05/2021,Latvia,698,17
3632,13/05/2021,Latvia,729,6
3633,12/05/2021,Latvia,659,4
3634,11/05/2021,Latvia,338,1
3635,10/05/2021,Latvia,632,4
3636,09/05/2021,Latvia,786,11
3637,08/05/2021,Latvia,1036,19
3638,07/05/2021,Latvia,773,12
3639,06/05/2021,Latvia,358,7
3640,05/05/2021,Latvia,425,5
3641,04/05/2021,Latvia,203,10
3642,03/05/2021,Latvia,380,5
3643,02/05/2021,Latvia,812,8
3644,01/05/2021,Latvia,763,6
3645,30/04/2021,Latvia,696,7
3646,29/04/2021,Latvia,967,8
3647,28/04/2021,Latvia,596,4
3648,27/04/2021,Latvia,220,4
3649,26/04/2021,Latvia,361,1
3650,25/04/2021,Latvia,711,7
3651,24/04/2021,Latvia,683,6
3652,23/04/2021,Latvia,578,9
3653,22/04/2021,Latvia,759,8
3654,21/04/2021,Latvia,688,15
3655,20/04/2021,Latvia,202,3
3656,19/04/2021,Latvia,337,5
3657,18/04/2021,Latvia,654,6
3658,17/04/2021,Latvia,612,12
3659,16/04/2021,Latvia,643,11
3660,15/04/2021,Latvia,733,17
3661,14/04/2021,Latvia,537,12
3662,13/04/2021,Latvia,210,4
3663,12/04/2021,Latvia,368,0
3664,11/04/2021,Latvia,666,5
3665,10/04/2021,Latvia,658,18
3666,09/04/2021,Latvia,740,17
3667,08/04/2021,Latvia,643,9
3668,07/04/2021,Latvia,309,3
3669,06/04/2021,Latvia,119,3
3670,05/04/2021,Latvia,238,8
3671,04/04/2021,Latvia,279,1
3672,03/04/2021,Latvia,587,9
3673,02/04/2021,Latvia,638,14
3674,01/04/2021,Latvia,630,6
3675,31/03/2021,Latvia,526,10
3676,30/03/2021,Latvia,167,5
3677,29/03/2021,Latvia,324,6
3678,28/03/2021,Latvia,602,5
3679,27/03/2021,Latvia,638,3
3680,26/03/2021,Latvia,606,13
3681,25/03/2021,Latvia,776,11
3682,24/03/2021,Latvia,508,12
3683,23/03/2021,Latvia,177,2
3684,22/03/2021,Latvia,260,5
3685,21/03/2021,Latvia,625,10
3686,20/03/2021,Latvia,622,10
3687,19/03/2021,Latvia,482,12
3688,18/03/2021,Latvia,818,12
3689,17/03/2021,Latvia,645,8
3690,16/03/2021,Latvia,176,2
3691,15/03/2021,Latvia,297,10
3692,14/03/2021,Latvia,578,11
3693,13/03/2021,Latvia,632,9
3694,12/03/2021,Latvia,638,11
3695,11/03/2021,Latvia,639,21
3696,10/03/2021,Latvia,472,6
3697,09/03/2021,Latvia,194,4
3698,08/03/2021,Latvia,322,8
3699,07/03/2021,Latvia,595,7
3700,06/03/2021,Latvia,746,14
3701,05/03/2021,Latvia,646,12
3702,04/03/2021,Latvia,919,16
3703,03/03/2021,Latvia,645,17
3704,02/03/2021,Latvia,272,3
3705,01/03/2021,Latvia,86186,1618
3706,04/10/2021,Liechtenstein,1,0
3707,03/10/2021,Liechtenstein,1,0
3708,02/10/2021,Liechtenstein,1,0
3709,01/10/2021,Liechtenstein,1,0
3710,30/09/2021,Liechtenstein,0,0
3711,29/09/2021,Liechtenstein,2,0
3712,28/09/2021,Liechtenstein,0,0
3713,27/09/2021,Liechtenstein,6,0
3714,26/09/2021,Liechtenstein,0,0
3715,25/09/2021,Liechtenstein,0,0
3716,24/09/2021,Liechtenstein,3,0
3717,23/09/2021,Liechtenstein,7,0
3718,22/09/2021,Liechtenstein,4,0
3719,21/09/2021,Liechtenstein,6,0
3720,20/09/2021,Liechtenstein,4,0
3721,19/09/2021,Liechtenstein,10,0
3722,18/09/2021,Liechtenstein,3,0
3723,17/09/2021,Liechtenstein,5,0
3724,16/09/2021,Liechtenstein,3,0
3725,15/09/2021,Liechtenstein,4,0
3726,14/09/2021,Liechtenstein,4,0
3727,13/09/2021,Liechtenstein,6,0
3728,12/09/2021,Liechtenstein,4,0
3729,11/09/2021,Liechtenstein,6,0
3730,10/09/2021,Liechtenstein,5,1
3731,09/09/2021,Liechtenstein,13,0
3732,08/09/2021,Liechtenstein,9,0
3733,07/09/2021,Liechtenstein,12,0
3734,06/09/2021,Liechtenstein,9,0
3735,05/09/2021,Liechtenstein,8,0
3736,04/09/2021,Liechtenstein,13,0
3737,03/09/2021,Liechtenstein,12,0
3738,02/09/2021,Liechtenstein,11,0
3739,01/09/2021,Liechtenstein,5,0
3740,31/08/2021,Liechtenstein,7,0
3741,30/08/2021,Liechtenstein,3,0
3742,29/08/2021,Liechtenstein,4,0
3743,28/08/2021,Liechtenstein,2,0
3744,27/08/2021,Liechtenstein,7,0
3745,26/08/2021,Liechtenstein,3,0
3746,25/08/2021,Liechtenstein,14,0
3747,24/08/2021,Liechtenstein,5,0
3748,23/08/2021,Liechtenstein,5,0
3749,22/08/2021,Liechtenstein,4,0
3750,21/08/2021,Liechtenstein,10,0
3751,20/08/2021,Liechtenstein,11,0
3752,19/08/2021,Liechtenstein,13,0
3753,18/08/2021,Liechtenstein,10,0
3754,17/08/2021,Liechtenstein,14,0
3755,16/08/2021,Liechtenstein,6,0
3756,15/08/2021,Liechtenstein,9,0
3757,14/08/2021,Liechtenstein,6,0
3758,13/08/2021,Liechtenstein,13,0
3759,12/08/2021,Liechtenstein,8,0
3760,11/08/2021,Liechtenstein,12,0
3761,10/08/2021,Liechtenstein,6,0
3762,09/08/2021,Liechtenstein,0,0
3763,08/08/2021,Liechtenstein,2,0
3764,07/08/2021,Liechtenstein,5,0
3765,06/08/2021,Liechtenstein,2,0
3766,05/08/2021,Liechtenstein,1,0
3767,04/08/2021,Liechtenstein,2,0
3768,03/08/2021,Liechtenstein,2,0
3769,02/08/2021,Liechtenstein,2,0
3770,01/08/2021,Liechtenstein,0,0
3771,31/07/2021,Liechtenstein,0,0
3772,30/07/2021,Liechtenstein,0,0
3773,29/07/2021,Liechtenstein,2,0
3774,28/07/2021,Liechtenstein,3,0
3775,27/07/2021,Liechtenstein,4,0
3776,26/07/2021,Liechtenstein,1,0
3777,25/07/2021,Liechtenstein,0,0
3778,24/07/2021,Liechtenstein,2,0
3779,23/07/2021,Liechtenstein,0,0
3780,22/07/2021,Liechtenstein,3,0
3781,21/07/2021,Liechtenstein,1,0
3782,20/07/2021,Liechtenstein,0,0
3783,19/07/2021,Liechtenstein,5,0
3784,18/07/2021,Liechtenstein,0,0
3785,17/07/2021,Liechtenstein,3,0
3786,16/07/2021,Liechtenstein,0,0
3787,15/07/2021,Liechtenstein,1,0
3788,14/07/2021,Liechtenstein,2,0
3789,13/07/2021,Liechtenstein,0,0
3790,12/07/2021,Liechtenstein,1,0
3791,11/07/2021,Liechtenstein,1,0
3792,10/07/2021,Liechtenstein,2,0
3793,09/07/2021,Liechtenstein,2,0
3794,08/07/2021,Liechtenstein,3,0
3795,07/07/2021,Liechtenstein,2,0
3796,06/07/2021,Liechtenstein,2,0
3797,05/07/2021,Liechtenstein,0,0
3798,04/07/2021,Liechtenstein,3,0
3799,03/07/2021,Liechtenstein,2,0
3800,02/07/2021,Liechtenstein,1,0
3801,01/07/2021,Liechtenstein,3,0
3802,30/06/2021,Liechtenstein,2,0
3803,29/06/2021,Liechtenstein,0,0
3804,28/06/2021,Liechtenstein,2,0
3805,27/06/2021,Liechtenstein,0,0
3806,26/06/2021,Liechtenstein,0,0
3807,25/06/2021,Liechtenstein,1,0
3808,24/06/2021,Liechtenstein,1,0
3809,23/06/2021,Liechtenstein,2,0
3810,22/06/2021,Liechtenstein,0,0
3811,21/06/2021,Liechtenstein,0,0
3812,20/06/2021,Liechtenstein,1,0
3813,19/06/2021,Liechtenstein,1,0
3814,18/06/2021,Liechtenstein,0,0
3815,17/06/2021,Liechtenstein,0,0
3816,16/06/2021,Liechtenstein,0,0
3817,15/06/2021,Liechtenstein,0,0
3818,14/06/2021,Liechtenstein,0,0
3819,13/06/2021,Liechtenstein,0,0
3820,12/06/2021,Liechtenstein,2,0
3821,11/06/2021,Liechtenstein,1,1
3822,10/06/2021,Liechtenstein,1,0
3823,09/06/2021,Liechtenstein,0,0
3824,08/06/2021,Liechtenstein,0,0
3825,07/06/2021,Liechtenstein,0,0
3826,06/06/2021,Liechtenstein,2,0
3827,05/06/2021,Liechtenstein,1,0
3828,04/06/2021,Liechtenstein,2,0
3829,03/06/2021,Liechtenstein,1,0
3830,02/06/2021,Liechtenstein,4,0
3831,01/06/2021,Liechtenstein,0,0
3832,31/05/2021,Liechtenstein,4,0
3833,30/05/2021,Liechtenstein,0,0
3834,29/05/2021,Liechtenstein,2,0
3835,28/05/2021,Liechtenstein,0,0
3836,27/05/2021,Liechtenstein,4,0
3837,26/05/2021,Liechtenstein,0,0
3838,25/05/2021,Liechtenstein,2,0
3839,24/05/2021,Liechtenstein,0,0
3840,23/05/2021,Liechtenstein,2,0
3841,22/05/2021,Liechtenstein,1,0
3842,21/05/2021,Liechtenstein,3,0
3843,20/05/2021,Liechtenstein,1,0
3844,19/05/2021,Liechtenstein,1,0
3845,18/05/2021,Liechtenstein,2,0
3846,17/05/2021,Liechtenstein,5,0
3847,16/05/2021,Liechtenstein,1,0
3848,15/05/2021,Liechtenstein,3,0
3849,14/05/2021,Liechtenstein,1,0
3850,13/05/2021,Liechtenstein,2,0
3851,12/05/2021,Liechtenstein,3,0
3852,11/05/2021,Liechtenstein,1,0
3853,10/05/2021,Liechtenstein,4,0
3854,09/05/2021,Liechtenstein,3,0
3855,08/05/2021,Liechtenstein,4,0
3856,07/05/2021,Liechtenstein,2,1
3857,06/05/2021,Liechtenstein,5,0
3858,05/05/2021,Liechtenstein,8,0
3859,04/05/2021,Liechtenstein,2,0
3860,03/05/2021,Liechtenstein,6,0
3861,02/05/2021,Liechtenstein,4,0
3862,01/05/2021,Liechtenstein,10,0
3863,30/04/2021,Liechtenstein,5,0
3864,29/04/2021,Liechtenstein,13,0
3865,28/04/2021,Liechtenstein,5,0
3866,27/04/2021,Liechtenstein,18,0
3867,26/04/2021,Liechtenstein,1,0
3868,25/04/2021,Liechtenstein,18,0
3869,24/04/2021,Liechtenstein,11,0
3870,23/04/2021,Liechtenstein,4,0
3871,22/04/2021,Liechtenstein,2,1
3872,21/04/2021,Liechtenstein,13,0
3873,20/04/2021,Liechtenstein,13,0
3874,19/04/2021,Liechtenstein,10,0
3875,18/04/2021,Liechtenstein,9,0
3876,17/04/2021,Liechtenstein,14,0
3877,16/04/2021,Liechtenstein,10,0
3878,15/04/2021,Liechtenstein,10,0
3879,14/04/2021,Liechtenstein,2,0
3880,13/04/2021,Liechtenstein,14,0
3881,12/04/2021,Liechtenstein,1,0
3882,11/04/2021,Liechtenstein,15,0
3883,10/04/2021,Liechtenstein,16,0
3884,09/04/2021,Liechtenstein,8,0
3885,08/04/2021,Liechtenstein,12,0
3886,07/04/2021,Liechtenstein,5,0
3887,06/04/2021,Liechtenstein,0,0
3888,05/04/2021,Liechtenstein,12,0
3889,04/04/2021,Liechtenstein,6,0
3890,03/04/2021,Liechtenstein,1,0
3891,02/04/2021,Liechtenstein,3,0
3892,01/04/2021,Liechtenstein,5,0
3893,31/03/2021,Liechtenstein,6,0
3894,30/03/2021,Liechtenstein,0,0
3895,29/03/2021,Liechtenstein,6,0
3896,28/03/2021,Liechtenstein,9,0
3897,27/03/2021,Liechtenstein,4,0
3898,26/03/2021,Liechtenstein,3,0
3899,25/03/2021,Liechtenstein,6,0
3900,24/03/2021,Liechtenstein,2,0
3901,23/03/2021,Liechtenstein,2,0
3902,22/03/2021,Liechtenstein,4,0
3903,21/03/2021,Liechtenstein,1,0
3904,20/03/2021,Liechtenstein,5,0
3905,19/03/2021,Liechtenstein,2,0
3906,18/03/2021,Liechtenstein,4,0
3907,17/03/2021,Liechtenstein,1,0
3908,16/03/2021,Liechtenstein,3,1
3909,15/03/2021,Liechtenstein,0,0
3910,14/03/2021,Liechtenstein,10,0
3911,13/03/2021,Liechtenstein,1,0
3912,12/03/2021,Liechtenstein,5,0
3913,11/03/2021,Liechtenstein,2,0
3914,10/03/2021,Liechtenstein,0,0
3915,09/03/2021,Liechtenstein,2,1
3916,08/03/2021,Liechtenstein,2,0
3917,07/03/2021,Liechtenstein,1,0
3918,06/03/2021,Liechtenstein,1,0
3919,05/03/2021,Liechtenstein,6,0
3920,04/03/2021,Liechtenstein,5,0
3921,03/03/2021,Liechtenstein,1,0
3922,02/03/2021,Liechtenstein,1,0
3923,01/03/2021,Liechtenstein,2575,54
3924,04/10/2021,Lithuania,1116,24
3925,03/10/2021,Lithuania,1615,22
3926,02/10/2021,Lithuania,2111,27
3927,01/10/2021,Lithuania,2007,21
3928,30/09/2021,Lithuania,1814,28
3929,29/09/2021,Lithuania,1973,19
3930,28/09/2021,Lithuania,1242,16
3931,27/09/2021,Lithuania,1048,17
3932,26/09/2021,Lithuania,1277,17
3933,25/09/2021,Lithuania,1609,11
3934,24/09/2021,Lithuania,1477,19
3935,23/09/2021,Lithuania,1962,17
3936,22/09/2021,Lithuania,1429,12
3937,21/09/2021,Lithuania,1157,27
3938,20/09/2021,Lithuania,746,17
3939,19/09/2021,Lithuania,883,16
3940,18/09/2021,Lithuania,1374,14
3941,17/09/2021,Lithuania,1211,12
3942,16/09/2021,Lithuania,1330,11
3943,15/09/2021,Lithuania,1296,19
3944,14/09/2021,Lithuania,899,10
3945,13/09/2021,Lithuania,492,23
3946,12/09/2021,Lithuania,842,19
3947,11/09/2021,Lithuania,1064,14
3948,10/09/2021,Lithuania,953,14
3949,09/09/2021,Lithuania,1005,11
3950,08/09/2021,Lithuania,908,7
3951,07/09/2021,Lithuania,713,11
3952,06/09/2021,Lithuania,355,5
3953,05/09/2021,Lithuania,610,9
3954,04/09/2021,Lithuania,847,5
3955,03/09/2021,Lithuania,828,14
3956,02/09/2021,Lithuania,807,10
3957,01/09/2021,Lithuania,707,8
3958,31/08/2021,Lithuania,660,14
3959,30/08/2021,Lithuania,388,8
3960,29/08/2021,Lithuania,443,7
3961,28/08/2021,Lithuania,596,12
3962,27/08/2021,Lithuania,642,7
3963,26/08/2021,Lithuania,723,8
3964,25/08/2021,Lithuania,665,7
3965,24/08/2021,Lithuania,622,4
3966,23/08/2021,Lithuania,319,7
3967,22/08/2021,Lithuania,425,6
3968,21/08/2021,Lithuania,790,10
3969,20/08/2021,Lithuania,583,5
3970,19/08/2021,Lithuania,557,5
3971,18/08/2021,Lithuania,646,3
3972,17/08/2021,Lithuania,596,6
3973,16/08/2021,Lithuania,360,6
3974,15/08/2021,Lithuania,464,0
3975,14/08/2021,Lithuania,599,6
3976,13/08/2021,Lithuania,574,2
3977,12/08/2021,Lithuania,604,3
3978,11/08/2021,Lithuania,626,2
3979,10/08/2021,Lithuania,535,3
3980,09/08/2021,Lithuania,305,3
3981,08/08/2021,Lithuania,377,3
3982,07/08/2021,Lithuania,517,0
3983,06/08/2021,Lithuania,777,0
3984,05/08/2021,Lithuania,241,2
3985,04/08/2021,Lithuania,535,2
